@relation foildataset
@attribute Chord_Strain_E numeric
@attribute Camber_Strain_E numeric
@attribute Thickeness_Strain_E numeric
@attribute LE_curvature numeric
@attribute TE_angle numeric
@attribute max_camber numeric
@attribute pos_max_camber numeric
@attribute max_thickness numeric
@attribute pos_max_thickness numeric
@attribute propriety {true,false}
@data
0.18364943890584112,0.028829219361449422,0.05057358836505593,130.80767180420293,9.888574301323153,0.038424452753297506,0.4832834101414221,0.0728334539682819,0.26679104699697803,false
0.18737470511550425,0.16795163556486872,0.045602815691543036,233.78193910558602,7.890696780784874,0.022217872962782555,0.45794672179195695,0.08414788752983855,0.26679104699697803,false
0.1686919941721414,0.004827110760738727,0.04553933758960069,117.23373385377295,9.281838552654621,0.0238289387880947,0.36251755919836287,0.08725359669332862,0.2768038749083237,true
0.16137130188366336,0.11580388226053191,0.04365951794118825,125.75207016926602,7.63424132823197,0.03647416303876442,0.5491640639615198,0.09997615374204696,0.2869743891011879,false
0.20742705854887844,0.006493242276492534,0.04651779391614374,161.85336589441968,10.216508840403263,0.04048705287039298,0.3292173932201055,0.09385850902767526,0.3077852534600444,false
0.2084056897729194,0.2904233117044741,0.05500468945781096,65.94701796034099,12.496695442898561,0.0555842643530751,0.4705419783745643,0.0944183669673591,0.3184240423524708,true
0.1885206961827864,0.2360726032006715,0.041868846323910816,89.21841715580315,6.2658140715709,0.016875654166539557,0.36251755919836287,0.10317994468954769,0.29730177875068026,false
0.17444117932121075,0.07732720045827221,0.04510699898674822,68.89240110668976,6.258334521701581,0.016911985434103657,0.35126486065226353,0.10310974907415726,0.29730177875068026,false
0.11842098114523951,0.037502306404066,0.03703772090342887,63.60661177095364,16.888229642079843,0.03343920518666849,0.3739219823133023,0.1307670993735598,0.3184240423524708,false
0.16421945036691588,0.20970343831753419,0.044803935375060173,231.91835791850065,12.316886126277296,0.03130177280466204,0.3077852534600444,0.12028933148273382,0.3292173932201055,false
0.16421945036691588,0.20970343831753419,0.044803935375060173,231.91835791850065,12.316886126277296,0.03130177280466204,0.3077852534600444,0.12028933148273382,0.3292173932201055,true
0.18278346085758176,0.040547360290098686,0.059897337606334984,59.53605236516385,15.153035377245196,0.10196978335789401,0.4832834101414221,0.1284655994320842,0.3184240423524708,false
0.1268332994668365,0.030113582203836673,0.03895972847412237,64.79282631123836,17.839575316360186,0.03532520006682014,0.4210437366458464,0.11728302191439394,0.29730177875068026,true
0.21339192456609032,0.00666263836381248,0.05564035512647391,137.2570180757165,11.658609805708405,0.0405878226999316,0.45794672179195695,0.07332294281668572,0.2768038749083237,false
0.1357052948525939,0.0653077395990367,0.04202101688689192,71.17117740113564,6.694599973710738,0.030376099973636987,0.4210437366458464,0.11688022379482793,0.3077852534600444,true
0.17568262686948857,1.310428229191871,0.04471589453182122,24.579358881773775,6.768908622375029,0.06720287203095765,0.45794672179195695,0.11059445083768495,0.29730177875068026,true
0.15983816046352184,0.014106542382901394,0.041000598629770436,66.7184501933268,6.126936829576061,0.06618948916935982,0.4331970162175043,0.12828779771136728,0.3292173932201055,true
0.17091267123016146,0.025165788272921683,0.044105470891624275,47.422936931757384,5.247917510564992,0.06576369201914602,0.4454982081033888,0.11785635454617412,0.3077852534600444,true
0.17614723978807462,0.3573658804501709,0.04470401165613323,28.759524738613305,6.720748765135358,0.0675799416524614,0.45794672179195695,0.11058806947774773,0.29730177875068026,true
0.1354880558942573,0.04633134069814775,0.04206828324888538,69.6255167313105,6.667957189159328,0.03037208061194214,0.40903897192829974,0.11687804111460876,0.3077852534600444,true
0.18730934969382126,0.1559441255160848,0.06303215221212982,75.66433905321593,14.592709958672712,0.040322572070859666,0.4454982081033888,0.09381468072046396,0.3077852534600444,true
0.12824945881373107,0.043872102554811464,0.03840331017985467,98.21653055424146,10.393116605508077,0.022872952072853073,0.4331970162175043,0.11002869320237252,0.2869743891011879,false
0.18581319621267323,0.22900590374313437,0.048551120800229705,75.88489814827284,8.528667020922938,0.035459264344039836,0.40903897192829974,0.10232513461953086,0.3184240423524708,true
