5.939883270954688464e-06 0.000000000000000000e+00 1.713491098508507574e-02 0.000000000000000000e+00
6.009178977844740315e-06 0.000000000000000000e+00 1.829477578953898897e-02 0.000000000000000000e+00
9.473678407870928328e-06 0.000000000000000000e+00 6.381768872448867480e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
1.138413044449721923e-05 0.000000000000000000e+00 8.218799473276953982e-02 0.000000000000000000e+00
8.667286129297112396e+00 6.235409836065574041e+01 8.218799473276953982e-02 9.508999999999999675e-01
2.528760658187898613e+01 1.094594594594594668e+02 1.084682689832081742e-01 1.012499999999999956e+00
3.710074927482412477e+01 1.106305418719211957e+02 1.191144407997985766e-01 1.122900000000000009e+00
7.801394245218121171e+01 1.371758241758241752e+02 1.184093305356569981e-01 1.248299999999999965e+00
