XGAGf5
 1.0  0.0 
 0.982566  0.002679 
 0.965263  0.005738 
 0.948092  0.008205 
 0.931054  0.010267 
 0.914148  0.011996 
 0.897375  0.013453 
 0.880735  0.014655 
 0.864229  0.015625 
 0.847857  0.016407 
 0.831619  0.017017 
 0.815516  0.017472 
 0.799548  0.017794 
 0.783716  0.018004 
 0.76802  0.018115 
 0.752459  0.018141 
 0.737036  0.018093 
 0.72175  0.017989 
 0.706601  0.01784 
 0.69159  0.017649 
 0.676718  0.017416 
 0.661984  0.017143 
 0.647389  0.016828 
 0.632935  0.016475 
 0.61862  0.016081 
 0.604446  0.015648 
 0.590412  0.015176 
 0.576521  0.014664 
 0.562771  0.014115 
 0.549164  0.013528 
 0.5357  0.012905 
 0.522379  0.012246 
 0.509203  0.011553 
 0.49617  0.010829 
 0.483283  0.010072 
 0.470542  0.009288 
 0.457947  0.008474 
 0.445498  0.007636 
 0.433197  0.006776 
 0.421044  0.005896 
 0.409039  0.004999 
 0.397183  0.004086 
 0.385477  0.003158 
 0.373922  0.00222 
 0.362518  0.00127 
 0.351265  0.000317 
 0.340165  -0.000642 
 0.329217  -0.001602 
 0.318424  -0.002561 
 0.307785  -0.003519 
 0.297302  -0.004473 
 0.286974  -0.005419 
 0.276804  -0.006357 
 0.266791  -0.007282 
 0.256937  -0.008193 
 0.247242  -0.009086 
 0.237707  -0.009959 
 0.228334  -0.010812 
 0.219122  -0.011639 
 0.210074  -0.012441 
 0.201189  -0.013214 
 0.19247  -0.013957 
 0.183917  -0.014667 
 0.175531  -0.015341 
 0.167313  -0.015979 
 0.159265  -0.01658 
 0.151387  -0.017141 
 0.143681  -0.017663 
 0.136148  -0.018141 
 0.12879  -0.018574 
 0.121608  -0.018959 
 0.114603  -0.019295 
 0.107777  -0.019583 
 0.101132  -0.019823 
 0.094668  -0.020015 
 0.088388  -0.020153 
 0.082294  -0.020239 
 0.076388  -0.020271 
 0.070671  -0.020242 
 0.065145  -0.020147 
 0.059814  -0.019979 
 0.054679  -0.019744 
 0.049742  -0.019436 
 0.045008  -0.019061 
 0.040477  -0.018614 
 0.036154  -0.0181 
 0.032042  -0.0175 
 0.028145  -0.016821 
 0.024466  -0.016059 
 0.021011  -0.015202 
 0.017783  -0.014251 
 0.014789  -0.013219 
 0.012034  -0.012108 
 0.009526  -0.010949 
 0.007274  -0.009764 
 0.005287  -0.008522 
 0.003578  -0.007184 
 0.002163  -0.005753 
 0.001064  -0.004126 
 0.000316  -0.002237 
 0.0  0.000176 
 0.000316  0.002329 
 0.001064  0.004547 
 0.002163  0.006877 
 0.003578  0.009396 
 0.005287  0.01204 
 0.007274  0.014771 
 0.009526  0.017556 
 0.012034  0.020378 
 0.014789  0.023226 
 0.017783  0.02607 
 0.021011  0.028929 
 0.024466  0.031794 
 0.028145  0.034661 
 0.032042  0.037487 
 0.036154  0.040314 
 0.040477  0.043125 
 0.045008  0.045914 
 0.049742  0.048668 
 0.054679  0.051385 
 0.059814  0.054072 
 0.065145  0.056727 
 0.070671  0.059344 
 0.076388  0.061921 
 0.082294  0.064455 
 0.088388  0.066944 
 0.094668  0.069387 
 0.101132  0.071781 
 0.107777  0.074126 
 0.114603  0.076421 
 0.121608  0.078667 
 0.12879  0.080864 
 0.136148  0.08301 
 0.143681  0.085103 
 0.151387  0.087144 
 0.159265  0.089132 
 0.167313  0.091059 
 0.175531  0.092926 
 0.183917  0.094742 
 0.19247  0.096503 
 0.201189  0.098205 
 0.210074  0.099838 
 0.219122  0.101404 
 0.228334  0.102911 
 0.237707  0.104354 
 0.247242  0.105722 
 0.256937  0.107022 
 0.266791  0.108251 
 0.276804  0.109409 
 0.286974  0.110486 
 0.297302  0.11149 
 0.307785  0.11241 
 0.318424  0.113247 
 0.329217  0.114004 
 0.340165  0.114669 
 0.351265  0.11525 
 0.362518  0.115737 
 0.373922  0.116136 
 0.385477  0.116435 
 0.397183  0.116638 
 0.409039  0.116733 
 0.421044  0.116724 
 0.433197  0.116605 
 0.445498  0.116372 
 0.457947  0.116029 
 0.470542  0.11556 
 0.483283  0.114971 
 0.49617  0.114256 
 0.509203  0.113398 
 0.522379  0.112401 
 0.5357  0.111261 
 0.549164  0.10997 
 0.562771  0.108517 
 0.576521  0.106901 
 0.590412  0.105114 
 0.604446  0.10315 
 0.61862  0.101 
 0.632935  0.098658 
 0.647389  0.096117 
 0.661984  0.093374 
 0.676718  0.090425 
 0.69159  0.087265 
 0.706601  0.083896 
 0.72175  0.080323 
 0.737036  0.076555 
 0.752459  0.072604 
 0.76802  0.068483 
 0.783716  0.064211 
 0.799548  0.059818 
 0.815516  0.055334 
 0.831619  0.050775 
 0.847857  0.046145 
 0.864229  0.041457 
 0.880735  0.036709 
 0.897375  0.031893 
 0.914148  0.027011 
 0.931054  0.022052 
 0.948092  0.017006 
 0.965263  0.011864 
 0.982566  0.006615 
 1.0  0.0 
